rating,helpfulness,hair_color,brand_name,price_usd,review_length
5,,brown,Community Sixty-Six,16.0,225
5,1.0,,Community Sixty-Six,18.0,393
4,1.0,brown,Community Sixty-Six,18.0,306
5,,black,Community Sixty-Six,18.0,101
5,,blonde,Community Sixty-Six,18.0,178
4,,brown,Community Sixty-Six,18.0,261
4,0.0,brown,Community Sixty-Six,16.0,170
3,,blonde,Community Sixty-Six,18.0,179
3,1.0,blonde,Community Sixty-Six,18.0,180
1,0.6000000238418579,,Community Sixty-Six,25.0,228
2,0.75,black,Community Sixty-Six,25.0,269
5,,brown,Community Sixty-Six,16.0,275
5,,black,Community Sixty-Six,25.0,209
5,,blonde,Community Sixty-Six,16.0,129
4,,blonde,Community Sixty-Six,16.0,543
5,,brown,Community Sixty-Six,18.0,214
4,1.0,brown,Community Sixty-Six,18.0,672
4,,black,Community Sixty-Six,16.0,180
5,0.5,brown,Community Sixty-Six,18.0,380
4,,black,Community Sixty-Six,25.0,329
4,1.0,brown,Community Sixty-Six,18.0,307
5,,brown,Community Sixty-Six,16.0,92
2,0.800000011920929,black,Community Sixty-Six,25.0,230
4,,black,Community Sixty-Six,25.0,61
5,1.0,brown,Community Sixty-Six,16.0,250
3,1.0,brown,Community Sixty-Six,16.0,213
5,,brown,Community Sixty-Six,18.0,323
3,,brown,Community Sixty-Six,18.0,888
5,1.0,brown,Community Sixty-Six,18.0,515
4,0.5,brown,Community Sixty-Six,16.0,292
4,,black,Community Sixty-Six,16.0,529
5,,brown,Community Sixty-Six,16.0,171
5,,black,Community Sixty-Six,25.0,85
5,,red,Community Sixty-Six,30.0,51
5,,black,DAMDAM,47.0,248
5,0.6000000238418579,brown,DAMDAM,48.0,216
5,,black,DAMDAM,48.0,242
5,,blonde,DAMDAM,47.0,675
5,,black,DAMDAM,47.0,242
4,1.0,blonde,DAMDAM,48.0,421
5,1.0,,DAMDAM,47.0,175
4,,brown,DAMDAM,48.0,121
4,,,DAMDAM,47.0,406
4,,blonde,DAMDAM,47.0,207
5,1.0,blonde,DAMDAM,48.0,539
5,,black,DAMDAM,48.0,274
5,,brown,DAMDAM,48.0,221
5,,,DAMDAM,47.0,345
5,,black,DAMDAM,47.0,458
3,,black,DAMDAM,48.0,272
5,,black,DAMDAM,48.0,248
5,,,DAMDAM,47.0,331
5,1.0,,DAMDAM,42.0,171
5,,blonde,DAMDAM,47.0,213
5,,black,DAMDAM,47.0,247
5,,black,DAMDAM,47.0,227
4,,brown,DAMDAM,48.0,125
5,,brown,DAMDAM,48.0,207
4,1.0,brown,DAMDAM,48.0,199
3,1.0,brown,DAMDAM,48.0,267
5,,blonde,DAMDAM,47.0,267
5,1.0,black,DAMDAM,47.0,286
5,,black,DAMDAM,47.0,231
5,1.0,blonde,DAMDAM,48.0,363
5,,black,DAMDAM,48.0,482
5,,black,DAMDAM,48.0,250
5,0.6666669845581055,blonde,DAMDAM,48.0,310
5,,black,DAMDAM,47.0,603
5,,,DAMDAM,47.0,219
4,,brown,DAMDAM,48.0,295
3,,brown,DAMDAM,48.0,205
5,,black,DAMDAM,47.0,236
5,,brown,DAMDAM,48.0,436
5,1.0,black,DAMDAM,47.0,215
5,0.0,black,DAMDAM,48.0,215
5,,brown,DAMDAM,48.0,767
5,,black,DAMDAM,48.0,100
5,,black,DAMDAM,48.0,227
5,1.0,blonde,DAMDAM,48.0,201
5,,,DAMDAM,47.0,204
5,,blonde,DAMDAM,47.0,225
5,1.0,,DAMDAM,47.0,261
5,,black,DAMDAM,47.0,222
5,,,DAMDAM,47.0,249
4,,black,DAMDAM,47.0,304
5,,black,DAMDAM,48.0,208
4,0.0,black,DAMDAM,48.0,267
5,,,DAMDAM,47.0,221
5,,black,DAMDAM,47.0,388
3,1.0,blonde,DAMDAM,48.0,347
5,1.0,black,DAMDAM,47.0,203
4,,blonde,DAMDAM,47.0,221
5,,auburn,DAMDAM,47.0,317
5,,black,DAMDAM,47.0,200
5,,black,DAMDAM,48.0,62
4,,black,DAMDAM,47.0,214
4,0.0,black,DAMDAM,47.0,245
5,,black,DAMDAM,48.0,318
5,,blonde,DAMDAM,48.0,220
5,,blonde,DAMDAM,47.0,286
5,,blonde,DAMDAM,48.0,261
5,,brown,DAMDAM,48.0,358
1,0.0,,DAMDAM,47.0,225
5,,blonde,DAMDAM,47.0,239
5,,black,DAMDAM,47.0,300
5,1.0,,DAMDAM,47.0,546
5,,,DAMDAM,47.0,286
4,,black,DAMDAM,48.0,276
5,,black,DAMDAM,48.0,144
5,,brown,DAMDAM,48.0,231
4,,auburn,DAMDAM,47.0,218
5,1.0,blonde,DAMDAM,48.0,352
2,0.625,brown,DAMDAM,48.0,109
5,,black,DAMDAM,47.0,451
4,,,DAMDAM,47.0,236
5,0.6666669845581055,black,DAMDAM,48.0,213
5,1.0,,DAMDAM,47.0,233
5,,brown,DAMDAM,48.0,434
5,,black,DAMDAM,47.0,430
5,1.0,brown,DAMDAM,48.0,327
5,0.0,,DAMDAM,48.0,231
5,,black,DAMDAM,48.0,221
5,,,DAMDAM,47.0,218
5,,blonde,DAMDAM,47.0,293
5,,,DAMDAM,47.0,721
5,,black,DAMDAM,48.0,401
5,0.0,blonde,DAMDAM,48.0,337
5,,,DAMDAM,47.0,246
5,,,DAMDAM,47.0,550
4,,brown,DAMDAM,48.0,209
5,,brown,DAMDAM,47.0,198
5,,black,DAMDAM,48.0,204
5,,black,DAMDAM,47.0,285
4,,black,DAMDAM,47.0,337
5,1.0,blonde,DAMDAM,48.0,340
5,0.6666669845581055,brown,DAMDAM,48.0,210
5,,blonde,DAMDAM,47.0,222
5,,,DAMDAM,47.0,269
5,,black,DAMDAM,48.0,200
5,,black,DAMDAM,48.0,233
5,,,DAMDAM,47.0,273
5,,,DAMDAM,47.0,213
5,,blonde,DAMDAM,48.0,228
4,,brown,DAMDAM,48.0,293
5,,brown,DAMDAM,48.0,206
5,,,DAMDAM,47.0,240
4,,,DAMDAM,47.0,310
5,,blonde,DAMDAM,48.0,262
5,,black,DAMDAM,48.0,138
5,1.0,red,DAMDAM,48.0,206
5,,brown,DAMDAM,48.0,282
5,0.5,black,DAMDAM,48.0,301
5,,black,DAMDAM,47.0,272
5,,black,DAMDAM,47.0,320
4,0.0,black,DAMDAM,48.0,242
5,,brown,DAMDAM,48.0,348
5,0.75,,DAMDAM,48.0,378
5,,black,DAMDAM,47.0,239
5,,brown,DAMDAM,48.0,234
5,,black,DAMDAM,48.0,324
5,,,DAMDAM,47.0,663
5,,brown,DAMDAM,48.0,234
5,,brown,DAMDAM,47.0,416
5,1.0,blonde,DAMDAM,47.0,439
5,,black,DAMDAM,48.0,144
5,,black,DAMDAM,47.0,219
5,,brown,DAMDAM,48.0,375
4,,black,DAMDAM,47.0,381
5,,brown,DAMDAM,48.0,522
5,,brown,DAMDAM,48.0,262
5,,blonde,DAMDAM,47.0,206
5,,,DAMDAM,47.0,204
5,0.0,brown,DAMDAM,48.0,206
3,,black,DAMDAM,47.0,287
5,1.0,black,DAMDAM,47.0,231
5,0.0,black,DAMDAM,48.0,242
5,1.0,black,DAMDAM,47.0,254
5,0.0,brown,DAMDAM,48.0,368
5,,,DAMDAM,47.0,461
5,0.800000011920929,,DAMDAM,47.0,888
5,,black,DAMDAM,47.0,375
2,0.5,blonde,DAMDAM,48.0,87
4,,black,DAMDAM,48.0,210
4,,red,DAMDAM,48.0,379
4,,,DAMDAM,48.0,435
4,,black,DAMDAM,47.0,224
4,,black,DAMDAM,47.0,368
5,,black,DAMDAM,47.0,378
2,1.0,auburn,DAMDAM,47.0,415
5,1.0,brown,DAMDAM,48.0,205
5,,,DAMDAM,47.0,200
4,,,DAMDAM,47.0,204
5,1.0,black,DAMDAM,48.0,189
1,,,DERMAFLASH,69.0,502
1,0.800000011920929,,DERMAFLASH,69.0,247
1,0.9387760162353516,blonde,DERMAFLASH,69.0,403
3,0.8999999761581421,brown,DERMAFLASH,69.0,710
1,0.8666669726371765,brown,DERMAFLASH,69.0,187
5,0.6666669845581055,auburn,DERMAFLASH,69.0,176
5,0.8333330154418945,,DERMAFLASH,69.0,116
5,0.75,auburn,DERMAFLASH,69.0,81
2,0.7407410144805908,brown,DERMAFLASH,69.0,168
5,0.5714290142059326,brown,DERMAFLASH,69.0,243
5,0.5714290142059326,brown,DERMAFLASH,69.0,264
5,0.75,,DERMAFLASH,69.0,488
5,0.875,brown,DERMAFLASH,69.0,297
5,1.0,black,DERMAFLASH,69.0,108
5,0.3333329856395721,brown,DERMAFLASH,69.0,160
4,0.0,brown,DERMAFLASH,69.0,160
5,0.3333329856395721,brown,DERMAFLASH,69.0,90
3,0.800000011920929,,DERMAFLASH,69.0,879
5,1.0,brown,DERMAFLASH,69.0,81
5,0.7333329916000366,brown,DERMAFLASH,69.0,484
3,0.7142860293388367,brown,DERMAFLASH,69.0,1008
5,0.6666669845581055,blonde,DERMAFLASH,69.0,106
5,0.75,black,DERMAFLASH,69.0,232
4,0.6666669845581055,,DERMAFLASH,69.0,153
5,1.0,blonde,DERMAFLASH,69.0,240
5,0.7777780294418335,brown,DERMAFLASH,69.0,606
4,1.0,black,DERMAFLASH,69.0,96
1,0.75,blonde,DERMAFLASH,69.0,69
3,1.0,red,DERMAFLASH,87.0,452
3,0.973684012889862,gray,DERMAFLASH,87.0,389
5,1.0,auburn,DERMAFLASH,87.0,115
3,0.9302330017089844,brown,DERMAFLASH,87.0,97
5,0.9574469923973083,blonde,DERMAFLASH,87.0,470
5,1.0,blonde,DERMAFLASH,87.0,98
5,1.0,black,DERMAFLASH,87.0,72
5,0.8999999761581421,gray,DERMAFLASH,87.0,105
5,0.6000000238418579,blonde,DERMAFLASH,87.0,30
4,0.8620690107345581,brown,DERMAFLASH,87.0,368
3,0.9461079835891724,black,DERMAFLASH,87.0,322
5,1.0,brown,DERMAFLASH,87.0,44
4,0.9827589988708496,brown,DERMAFLASH,87.0,268
5,0.9310349822044371,blonde,DERMAFLASH,87.0,157
4,0.6399999856948853,brown,DERMAFLASH,87.0,213
5,0.5714290142059326,,DERMAFLASH,87.0,150
4,0.0,,Danessa Myricks Beauty,30.0,618
5,1.0,black,Danessa Myricks Beauty,30.0,321
2,0.0,brown,Danessa Myricks Beauty,30.0,201
5,0.5,,Danessa Myricks Beauty,30.0,512
5,1.0,red,Danessa Myricks Beauty,30.0,213
2,0.117646999657154,brown,Danessa Myricks Beauty,30.0,59
5,1.0,black,Danessa Myricks Beauty,30.0,463
4,0.6666669845581055,blonde,Danessa Myricks Beauty,30.0,469
5,0.5,black,Danessa Myricks Beauty,30.0,127
5,0.625,black,Danessa Myricks Beauty,30.0,272
5,0.8333330154418945,black,Danessa Myricks Beauty,30.0,346
1,0.4615379869937897,blonde,Danessa Myricks Beauty,30.0,242
5,0.8888890147209167,brown,Danessa Myricks Beauty,30.0,819
5,1.0,black,Danessa Myricks Beauty,30.0,288
5,1.0,brown,Danessa Myricks Beauty,30.0,354
1,0.3636359870433807,brown,Danessa Myricks Beauty,30.0,237
5,1.0,brown,Danessa Myricks Beauty,30.0,884
5,1.0,black,Danessa Myricks Beauty,30.0,614
5,0.8333330154418945,black,Danessa Myricks Beauty,30.0,140
5,1.0,black,Danessa Myricks Beauty,30.0,300
5,0.6666669845581055,blonde,Danessa Myricks Beauty,30.0,370
5,1.0,brown,Danessa Myricks Beauty,30.0,128
5,1.0,black,Danessa Myricks Beauty,30.0,508
5,1.0,black,Danessa Myricks Beauty,30.0,160
5,1.0,blonde,Danessa Myricks Beauty,30.0,82
5,1.0,brown,Danessa Myricks Beauty,30.0,170
5,0.9565219879150392,brown,Danessa Myricks Beauty,30.0,304
5,1.0,brown,Danessa Myricks Beauty,30.0,117
5,0.800000011920929,brown,Danessa Myricks Beauty,30.0,222
5,,brown,Danessa Myricks Beauty,30.0,81
5,0.8333330154418945,auburn,Danessa Myricks Beauty,30.0,213
5,1.0,brown,Danessa Myricks Beauty,30.0,56
3,0.5199999809265137,blonde,Danessa Myricks Beauty,30.0,263
5,0.7777780294418335,black,Danessa Myricks Beauty,30.0,190
5,1.0,blonde,Danessa Myricks Beauty,30.0,583
4,0.9565219879150392,black,Danessa Myricks Beauty,30.0,245
5,0.8333330154418945,,Danessa Myricks Beauty,30.0,80
5,1.0,brown,Danessa Myricks Beauty,30.0,168
2,0.5277780294418335,brown,Danessa Myricks Beauty,30.0,628
5,1.0,brown,Danessa Myricks Beauty,30.0,415
5,0.965516984462738,black,Danessa Myricks Beauty,30.0,812
3,0.5714290142059326,blonde,Danessa Myricks Beauty,30.0,215
5,0.9444440007209778,blonde,Danessa Myricks Beauty,30.0,515
5,0.846153974533081,brown,Danessa Myricks Beauty,30.0,366
5,1.0,brown,Danessa Myricks Beauty,30.0,129
4,1.0,brown,Danessa Myricks Beauty,30.0,150
5,0.9459459781646729,brown,Danessa Myricks Beauty,30.0,207
5,1.0,black,Danessa Myricks Beauty,30.0,1326
5,0.5,blonde,Danessa Myricks Beauty,30.0,228
5,1.0,brown,Danessa Myricks Beauty,30.0,329
5,,blonde,Danessa Myricks Beauty,30.0,314
5,1.0,brown,Danessa Myricks Beauty,30.0,266
5,1.0,brown,Danessa Myricks Beauty,30.0,312
5,0.7714290022850037,brown,Danessa Myricks Beauty,30.0,830
5,1.0,blonde,Danessa Myricks Beauty,30.0,193
5,0.5,blonde,Danessa Myricks Beauty,30.0,158
5,1.0,black,Danessa Myricks Beauty,30.0,473
5,1.0,blonde,Danessa Myricks Beauty,30.0,137
5,1.0,brown,Danessa Myricks Beauty,30.0,311
5,1.0,red,Danessa Myricks Beauty,30.0,244
5,1.0,black,Danessa Myricks Beauty,30.0,153
5,0.8888890147209167,black,Danessa Myricks Beauty,30.0,395
5,0.800000011920929,brown,Danessa Myricks Beauty,30.0,90
5,1.0,black,Danessa Myricks Beauty,30.0,244
5,1.0,brown,Danessa Myricks Beauty,30.0,229
5,0.800000011920929,brown,Danessa Myricks Beauty,30.0,189
5,1.0,blonde,Danessa Myricks Beauty,30.0,291
4,0.875,black,Dermalogica,19.0,240
5,1.0,brown,Dermalogica,79.0,231
3,0.75,blonde,Dermalogica,74.0,159
5,1.0,,Dermalogica,42.0,249
4,0.0,brown,Dermalogica,19.0,232
5,0.6666669845581055,blonde,Dermalogica,42.0,72
5,1.0,black,Dermalogica,56.0,159
4,,black,Dermalogica,49.5,380
5,,brown,Dermalogica,19.0,133
5,0.0,auburn,Dermalogica,49.5,296
3,0.75,black,Dermalogica,19.0,380
5,1.0,gray,Dermalogica,56.0,198
5,,,Dermalogica,49.5,230
5,1.0,brown,Dermalogica,79.0,287
5,1.0,black,Dermalogica,19.0,82
5,1.0,black,Dermalogica,42.0,197
1,0.3799999952316284,brown,Dermalogica,79.0,349
5,0.7142860293388367,black,Dermalogica,48.0,847
5,0.9298250079154968,brown,Dermalogica,42.0,279
4,,blonde,Dermalogica,19.0,430
5,,red,Dermalogica,19.0,488
5,,blonde,Dermalogica,19.0,209
4,,brown,Dermalogica,19.0,745
5,1.0,blonde,Dermalogica,42.0,754
5,0.0,black,Dermalogica,19.0,273
5,,brown,Dermalogica,19.0,515
5,,blonde,Dermalogica,19.0,732
5,0.0,,Dermalogica,49.5,253
5,1.0,brown,Dermalogica,56.0,276
5,,black,Dermalogica,19.0,279
5,0.9130430221557616,brown,Dermalogica,79.0,247
1,0.25,blonde,Dermalogica,48.0,69
5,,,Dermalogica,49.5,253
5,,blonde,Dermalogica,19.0,530
5,,brown,Dermalogica,19.0,1569
5,1.0,brown,Dermalogica,48.0,95
4,,brown,Dermalogica,19.0,929
5,,blonde,Dermalogica,19.0,222
5,1.0,blonde,Dermalogica,56.0,101
5,1.0,brown,Dermalogica,74.0,218
5,1.0,brown,Dermalogica,19.0,454
5,,brown,Dermalogica,19.0,98
4,1.0,brown,Dermalogica,19.0,258
5,0.699999988079071,brown,Dermalogica,74.0,374
4,,brown,Dermalogica,19.0,882
5,1.0,brown,Dermalogica,48.0,330
5,1.0,black,Dermalogica,42.0,195
5,,,Dermalogica,56.0,707
5,,brown,Dermalogica,19.0,344
5,1.0,blonde,Dermalogica,42.0,248
5,,blonde,Dermalogica,49.5,292
5,,,Dermalogica,49.5,271
5,,blonde,Dermalogica,19.0,385
5,0.3333329856395721,brown,Dermalogica,19.0,271
5,0.8823530077934265,blonde,Dermalogica,74.0,121
5,1.0,brown,Dermalogica,56.0,221
5,0.842104971408844,blonde,Dermalogica,74.0,499
5,0.9142860174179076,blonde,Dermalogica,48.0,402
5,1.0,brown,Dermalogica,19.0,440
5,,brown,Dermalogica,19.0,568
4,0.8620690107345581,brown,Dermalogica,74.0,238
5,,blonde,Dermalogica,48.0,176
5,0.9722219705581664,brown,Dermalogica,79.0,759
5,0.875,gray,Dermalogica,19.0,223
5,0.7894740104675293,blonde,Dermalogica,74.0,298
5,0.8333330154418945,blonde,Dermalogica,74.0,137
4,1.0,auburn,Dermalogica,19.0,166
5,0.75,brown,Dermalogica,19.0,379
4,0.0,brown,Dermalogica,19.0,219
5,,brown,Dermalogica,19.0,259
4,0.9470900297164916,black,Dermalogica,19.0,73
2,0.4285709857940674,black,Dermalogica,74.0,222
5,1.0,,Dermalogica,56.0,196
5,,brown,Dermalogica,19.0,240
5,0.5,blonde,Dermalogica,74.0,134
5,1.0,blonde,Dermalogica,48.0,796
5,,,Dermalogica,49.5,209
5,,brown,Dermalogica,19.0,266
5,,black,Dermalogica,79.0,1680
5,0.857142984867096,brown,Dermalogica,48.0,740
5,1.0,black,Dermalogica,19.0,348
5,1.0,blonde,Dermalogica,74.0,635
5,0.6000000238418579,brown,Dermalogica,42.0,438
5,,,Dermalogica,19.0,377
5,,black,Dermalogica,49.5,245
5,0.857142984867096,black,Dermalogica,42.0,484
1,0.3571430146694183,black,Dermalogica,48.0,412
4,,black,Dermalogica,19.0,716
5,,brown,Dermalogica,19.0,215
5,0.75,brown,Dermalogica,42.0,503
4,,blonde,Dermalogica,19.0,842
4,1.0,black,Dermalogica,56.0,280
5,0.6666669845581055,blonde,Dermalogica,19.0,237
4,,brown,Dermalogica,19.0,424
5,1.0,auburn,Dermalogica,42.0,259
3,0.6666669845581055,brown,Dermalogica,42.0,349
2,0.5714290142059326,blonde,Dermalogica,48.0,213
5,0.6956520080566406,blonde,Dermalogica,74.0,511
5,1.0,brown,Dermalogica,19.0,271
5,1.0,red,Dermalogica,56.0,455
5,1.0,brown,Dermalogica,19.0,382
5,0.9230769872665404,black,Dermalogica,48.0,270
5,0.3333329856395721,blonde,Dermalogica,56.0,321
5,0.3333329856395721,brown,Dermalogica,79.0,133
5,1.0,brown,Dermalogica,74.0,164
5,1.0,brown,Dermalogica,42.0,196
5,1.0,blonde,Dermalogica,74.0,568
5,1.0,black,Dermalogica,48.0,295
3,0.5,red,Dermalogica,74.0,63
5,,black,Dermalogica,49.5,378
2,1.0,blonde,Dermalogica,19.0,303
2,0.5,brown,Dermalogica,74.0,226
4,1.0,black,Dermalogica,19.0,153
4,,blonde,Dermalogica,19.0,193
4,1.0,auburn,Dermalogica,19.0,237
5,0.5,,Dermalogica,74.0,148
1,0.842104971408844,blonde,Dermalogica,48.0,325
5,,black,Dermalogica,49.5,208
5,,brown,Dermalogica,19.0,456
2,0.8076919913291931,brown,Dermalogica,74.0,141
5,,blonde,Dermalogica,49.5,211
1,0.3846150040626526,brown,Dermalogica,42.0,294
5,,black,Dermalogica,79.0,216
5,1.0,black,Dermalogica,74.0,286
5,0.8181819915771484,blonde,Dermalogica,42.0,176
4,,blonde,Dermalogica,19.0,186
4,1.0,brown,Dermalogica,42.0,195
5,0.0,red,Dermalogica,19.0,349
5,1.0,,Dermalogica,79.0,341
1,0.1666669994592666,,Dermalogica,42.0,110
4,0.0,brown,Dermalogica,56.0,353
2,0.8999999761581421,black,Dermalogica,74.0,64
5,,blonde,Dermalogica,49.5,284
4,,blonde,Dermalogica,49.5,276
5,0.6666669845581055,black,Dermalogica,42.0,887
5,,blonde,Dermalogica,19.0,162
5,,black,Dermalogica,49.5,305
5,,brown,Dermalogica,19.0,410
4,1.0,blonde,Dermalogica,48.0,423
5,1.0,black,Dermalogica,19.0,275
5,,auburn,Dermalogica,19.0,692
5,1.0,auburn,Dermalogica,19.0,1462
5,0.800000011920929,brown,Dermalogica,74.0,217
5,1.0,black,Dermalogica,42.0,366
5,0.7692310214042664,brown,Dermalogica,74.0,593
5,,brown,Dermalogica,19.0,597
4,,brown,Dermalogica,19.0,759
5,0.800000011920929,auburn,Dermalogica,48.0,500
5,0.8333330154418945,brown,Dermalogica,48.0,264
5,,auburn,Dermalogica,19.0,568
2,0.6666669845581055,blonde,Dermalogica,79.0,399
5,1.0,brown,Dermalogica,56.0,141
2,0.3333329856395721,auburn,Dermalogica,74.0,161
4,,brown,Dermalogica,19.0,176
5,0.25,blonde,Dermalogica,42.0,132
5,0.9090909957885742,brown,Dermalogica,74.0,465
5,1.0,black,Dermalogica,42.0,123
5,,brown,Dermalogica,19.0,141
4,1.0,blonde,Dermalogica,79.0,375
4,,red,Dermalogica,19.0,143
5,0.8076919913291931,brown,Dermalogica,42.0,865
5,1.0,auburn,Dermalogica,42.0,186
4,,auburn,Dermalogica,19.0,697
4,,brown,Dermalogica,19.0,810
4,1.0,brown,Dermalogica,19.0,159
5,1.0,,Dermalogica,49.5,533
4,0.6923080086708069,brown,Dermalogica,42.0,226
5,,black,Dermalogica,49.5,394
5,1.0,brown,Dermalogica,42.0,389
5,1.0,brown,Dermalogica,19.0,123
3,0.8888890147209167,brown,Dermalogica,42.0,547
4,0.8333330154418945,blonde,Dermalogica,79.0,290
5,0.5,black,Dermalogica,19.0,1003
5,1.0,blonde,Dermalogica,48.0,709
5,0.5,brown,Dermalogica,19.0,176
2,0.4000000059604645,black,Dermalogica,74.0,72
5,,blonde,Dermalogica,19.0,235
5,,,Dermalogica,49.5,202
4,,blonde,Dermalogica,49.5,94
5,0.875,auburn,Dermalogica,48.0,156
5,1.0,brown,Dermalogica,42.0,346
5,1.0,black,Dermalogica,74.0,783
5,,brown,Dermalogica,19.0,1192
5,0.5555559992790222,brown,Dermalogica,74.0,57
4,0.6923080086708069,brown,Dermalogica,74.0,337
1,0.5,blonde,Dermalogica,42.0,367
1,0.75,brown,Dermalogica,79.0,150
5,,black,Dermalogica,19.0,497
4,1.0,black,Dermalogica,79.0,369
5,1.0,,Dermalogica,19.0,766
4,,brown,Dermalogica,19.0,105
5,1.0,brown,Dermalogica,48.0,112
3,,black,Dermalogica,49.5,512
4,,brown,Dermalogica,19.0,1103
5,0.75,brown,Dermalogica,74.0,102
3,,brown,Dermalogica,79.0,77
5,,,Dermalogica,49.5,232
4,1.0,brown,Dermalogica,19.0,1133
1,1.0,black,Dermalogica,79.0,462
4,0.5,black,Dermalogica,79.0,213
5,,blonde,Dermalogica,19.0,455
5,,brown,Dermalogica,19.0,434
5,,black,Dermalogica,42.0,214
5,1.0,brown,Dermalogica,48.0,94
4,0.9047620296478271,black,Dermalogica,19.0,192
4,,black,Dermalogica,19.0,762
5,,blonde,Dermalogica,19.0,203
5,0.6666669845581055,auburn,Dermalogica,79.0,209
5,1.0,black,Dermalogica,56.0,89
5,0.846153974533081,blonde,Dermalogica,48.0,281
5,,black,Dermalogica,49.5,204
4,,brown,Dermalogica,19.0,658
1,0.7368419766426086,black,Dior,45.0,186
5,0.8260869979858398,blonde,Dior,80.0,154
5,0.7857139706611633,brown,Dior,110.0,165
4,1.0,brown,Dior,65.0,524
5,0.800000011920929,black,Dior,110.0,155
4,0.9705880284309388,black,Dior,110.0,656
5,0.5813949704170227,red,Dior,102.0,182
5,0.875,black,Dior,110.0,581
5,1.0,brown,Dior,80.0,937
4,0.71875,black,Dior,72.0,1123
1,0.3478260040283203,brown,Dior,110.0,297
5,1.0,,Dior,175.0,277
3,0.75,brown,Dior,110.0,229
2,1.0,black,Dior,75.0,373
4,1.0,red,Dior,45.0,337
3,0.642857015132904,brown,Dior,110.0,289
5,0.9444440007209778,brown,Dior,110.0,313
2,1.0,black,Dior,60.0,321
5,0.857142984867096,black,Dior,110.0,167
5,0.9200000166893004,brown,Dior,110.0,148
5,1.0,auburn,Dior,102.0,493
5,0.800000011920929,,Dior,110.0,108
1,0.4545449912548065,brown,Dior,110.0,395
4,1.0,brown,Dior,110.0,180
5,0.6000000238418579,,Dior,110.0,36
4,1.0,brown,Dior,75.0,171
5,0.857142984867096,blonde,Dior,110.0,207
1,0.413792997598648,black,Dior,110.0,482
2,0.6000000238418579,black,Dior,80.0,108
4,1.0,black,Dior,110.0,624
5,0.3636359870433807,,Dior,175.0,118
5,1.0,,Dior,35.0,305
5,0.6000000238418579,,Dior,110.0,135
3,0.75,brown,Dior,72.0,234
2,0.2307689934968948,,Dior,175.0,582
5,1.0,brown,Dior,65.0,189
1,0.6666669845581055,brown,Dior,65.0,537
5,0.9230769872665404,brown,Dior,110.0,452
5,0.764706015586853,brown,Dior,110.0,451
2,1.0,brown,Dior,60.0,206
1,0.3333329856395721,black,Dior,60.0,392
3,0.800000011920929,brown,Dior,80.0,216
3,0.6774190068244934,blonde,Dior,110.0,191
1,0.3478260040283203,black,Dior,110.0,116
1,0.625,black,Dior,60.0,234
3,0.4615379869937897,,Dior,80.0,199
5,1.0,blonde,Dior,110.0,108
4,,,Dior,80.0,209
4,1.0,brown,Dior,110.0,391
5,,brown,Dior,110.0,415
5,1.0,red,Dior,175.0,317
1,0.0,,Dior,85.0,423
3,0.75,brown,Dior,45.0,417
5,1.0,brown,Dior,72.0,55
1,0.0909091010689735,blonde,Dior,110.0,239
2,0.3333329856395721,brown,Dior,45.0,319
5,1.0,black,Dior,110.0,98
1,0.65625,blonde,Dior,45.0,328
4,0.5,,Dior,175.0,130
3,0.0,,Dior,110.0,152
5,0.7272729873657227,brown,Dior,110.0,433
1,0.8125,brown,Dior,45.0,157
1,0.4000000059604645,black,Dior,75.0,194
5,0.875,black,Dior,110.0,748
5,1.0,red,Dior,102.0,204
5,1.0,brown,Dior,110.0,778
5,0.800000011920929,black,Dior,110.0,272
2,0.75,blonde,Dior,60.0,366
5,0.8709679841995239,brown,Dior,45.0,221
5,0.9130430221557616,brown,Dior,110.0,274
1,0.3225809931755066,brown,Dior,110.0,320
5,1.0,,Dior,80.0,245
5,0.918919026851654,,Dior,102.0,218
5,1.0,brown,Dior,45.0,413
1,0.4545449912548065,black,Dior,110.0,463
5,1.0,black,Dior,102.0,217
4,0.6989250183105469,brown,Dior,110.0,510
5,0.8947370052337646,brown,Dior,80.0,572
2,1.0,,Dior,45.0,457
5,1.0,brown,Dior,45.0,786
4,0.9292929768562316,brown,Dior,45.0,334
1,0.1111110001802444,blonde,Dior,110.0,53
5,,brown,Dior,110.0,94
5,,black,Dior,85.0,112
5,0.9444440007209778,black,Dior,80.0,1180
5,1.0,brown,Dior,85.0,179
5,0.857142984867096,brown,Dior,110.0,460
3,0.738461971282959,brown,Dior,110.0,418
2,0.6666669845581055,black,Dior,85.0,108
2,0.25,blonde,Dior,110.0,310
5,1.0,brown,Dior,110.0,201
5,0.9047620296478271,red,Dior,110.0,1276
5,1.0,black,Dior,102.0,308
3,1.0,blonde,Dior,60.0,86
3,,brown,Dior,110.0,660
3,0.7058820128440857,blonde,Dior,110.0,216
2,1.0,blonde,Dior,75.0,348
5,1.0,blonde,Dior,80.0,121
5,0.9166669845581056,black,Dior,102.0,248
4,1.0,blonde,Dior,45.0,117
2,0.6666669845581055,red,Dior,110.0,1625
2,0.0,black,Dior,60.0,580
5,0.800000011920929,black,Dior,80.0,191
5,1.0,blonde,Dior,45.0,520
4,0.8181819915771484,brown,Dior,75.0,263
5,1.0,brown,Dior,102.0,431
3,0.5555559992790222,black,Dior,110.0,437
1,1.0,,Dior,80.0,129
3,0.4000000059604645,brown,Dior,110.0,691
